,math score,reading score,writing score,gender_female,gender_male,race/ethnicity_group A,race/ethnicity_group B,race/ethnicity_group C,race/ethnicity_group D,race/ethnicity_group E,parental level of education_associate's degree,parental level of education_bachelor's degree,parental level of education_high school,parental level of education_master's degree,parental level of education_some college,parental level of education_some high school,lunch_free/reduced,lunch_standard,test preparation course_completed,test preparation course_none
324,41,46,43,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
325,82,90,94,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
326,61,61,62,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
327,28,23,19,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True
328,82,75,77,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
329,41,55,51,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
330,71,60,61,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
331,47,37,35,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
332,62,56,53,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False
333,90,78,81,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True
334,83,93,95,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True
335,61,68,66,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True
336,76,70,69,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False
337,49,51,43,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
338,24,38,27,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True
339,35,55,60,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False
340,58,61,52,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
341,61,73,63,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
342,69,76,74,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False
343,67,72,67,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False
344,79,73,67,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
345,72,80,75,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
346,62,61,57,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
347,77,94,95,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
348,75,74,66,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
349,87,74,76,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True
350,52,65,69,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True
351,66,57,52,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
352,63,78,80,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False
353,46,58,57,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
354,59,71,70,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
355,61,72,70,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True
356,63,61,61,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True
357,42,66,69,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False
358,59,62,61,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
359,80,90,89,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
360,58,62,59,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
361,85,84,78,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False
362,52,58,58,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
363,27,34,32,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True
364,59,60,58,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
365,49,58,60,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
366,69,58,53,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False
367,61,66,61,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
368,44,64,58,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True
369,73,84,85,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
370,84,77,71,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
371,45,73,70,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False
372,74,74,72,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
373,82,97,96,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False
374,59,70,73,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True
375,46,43,41,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True
376,80,90,82,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
377,85,95,100,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False
378,71,83,77,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
379,66,64,62,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
380,80,86,83,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True
381,87,100,95,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
382,79,81,71,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
383,38,49,45,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True
384,38,43,43,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True
385,67,76,75,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
386,64,73,70,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True
387,57,78,67,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True
388,62,64,64,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
389,73,70,75,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True
390,73,67,59,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False
391,77,68,77,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
392,76,67,67,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
393,57,54,56,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
394,65,74,77,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
395,48,45,41,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
396,50,67,63,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
397,85,89,95,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
398,74,63,57,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
399,60,59,54,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
400,59,54,67,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
401,53,43,43,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True
402,49,65,55,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True
403,88,99,100,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False
404,54,59,62,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
405,63,73,68,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
406,65,65,63,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False
407,82,80,77,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True
408,52,57,56,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
409,87,84,85,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False
410,70,71,74,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False
411,84,83,78,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
412,71,66,60,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
413,63,67,67,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False
414,51,72,79,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
415,84,73,69,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True
416,71,74,68,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
417,74,73,67,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
418,68,59,62,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
419,57,56,54,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
420,82,93,93,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False
421,57,58,64,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False
422,47,58,67,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False
423,59,85,80,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False
424,41,39,34,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True
425,62,67,62,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True
426,86,83,86,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True
427,69,71,65,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True
428,65,59,53,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True
429,68,63,54,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True
430,64,66,59,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True
431,61,72,70,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
432,61,56,55,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
433,47,59,50,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True
434,73,66,66,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
435,50,48,53,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False
436,75,68,64,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
437,75,66,73,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True
438,70,56,51,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
439,89,88,82,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False
440,67,81,79,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False
441,78,81,80,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
442,59,73,69,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True
443,73,83,76,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True
444,79,82,73,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True
445,67,74,77,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
446,69,66,60,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
447,86,81,80,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False
448,47,46,42,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
449,81,73,72,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True
450,64,85,85,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False
451,100,92,97,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
452,65,77,74,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True
453,65,58,49,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True
454,53,61,62,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True
455,37,56,47,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
456,79,89,89,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True
457,53,54,48,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True
458,100,100,100,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True
459,72,65,68,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False
460,53,58,55,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
461,54,54,45,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True
462,71,70,76,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
463,77,90,91,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True
464,75,58,62,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False
465,84,87,91,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
466,26,31,38,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True
467,72,67,65,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
468,77,88,85,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
469,91,74,76,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
470,83,85,90,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
471,63,69,74,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
472,68,86,84,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
473,59,67,61,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
474,90,90,91,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False
475,71,76,83,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False
476,76,62,66,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False
477,80,68,72,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
478,55,64,70,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True
479,76,71,67,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True
480,73,71,68,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False
481,52,59,56,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True
482,68,68,61,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True
483,59,52,46,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True
484,49,52,54,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True
485,70,74,71,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
486,61,47,56,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
487,60,75,74,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True
488,64,53,57,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False
489,79,82,82,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False
490,65,85,76,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True
491,64,64,70,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
492,83,83,90,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
493,81,88,90,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True
494,54,64,68,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
495,68,64,66,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False
496,54,48,52,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
497,59,78,76,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False
498,66,69,68,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
499,76,71,72,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
500,74,79,82,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True
501,94,87,92,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False
502,63,61,54,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True
503,95,89,92,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False
504,40,59,54,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True
505,82,82,80,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
506,68,70,66,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True
507,55,59,54,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
508,79,78,77,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True
509,86,92,87,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True
510,76,71,73,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
511,64,50,43,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
512,62,49,52,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True
513,54,61,62,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False
514,77,97,94,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False
515,76,87,85,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
516,74,89,84,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
517,66,74,73,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
518,66,78,78,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False
519,67,78,79,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
520,71,49,52,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
521,91,86,84,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
522,69,58,57,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True
523,54,59,50,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
524,53,52,49,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False
525,68,60,59,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
526,56,61,60,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False
527,36,53,43,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
528,29,41,47,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True
529,62,74,70,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
530,68,67,73,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
531,47,54,53,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
532,62,61,58,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False
533,79,88,94,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False
534,73,69,68,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False
535,66,83,83,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
536,51,60,58,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
537,51,66,62,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
538,85,66,71,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False
539,97,92,86,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False
540,75,69,68,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False
541,79,82,80,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False
542,81,77,79,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
543,82,95,89,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
544,64,63,66,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True
545,78,83,80,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False
546,92,100,97,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False
547,72,67,64,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False
548,62,67,64,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
549,79,72,69,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True
550,79,76,65,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True
551,87,90,88,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
552,40,48,50,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True
553,77,62,64,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
554,53,45,40,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True
555,32,39,33,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True
556,55,72,79,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
557,61,67,66,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
558,53,70,70,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True
559,73,66,62,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
560,74,75,79,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False
561,63,74,74,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
562,96,90,92,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
563,63,80,80,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False
564,48,51,46,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
565,48,43,45,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True
566,92,100,100,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False
567,61,71,78,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False
568,63,48,47,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
569,68,68,67,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True
570,71,75,70,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False
571,91,96,92,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
572,53,62,56,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
573,50,66,64,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
574,74,81,71,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True
575,40,55,53,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False
576,61,51,52,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False
577,81,91,89,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
578,48,56,58,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
579,53,61,68,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True
580,81,97,96,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
581,77,79,80,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True
582,63,73,78,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True
583,73,75,80,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False
584,69,77,77,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
585,65,76,76,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
586,55,73,73,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True
587,44,63,62,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
588,54,64,65,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
589,48,66,65,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
590,58,57,54,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True
591,71,62,50,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
592,68,68,64,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True
593,74,76,73,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True
594,92,100,99,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
595,56,79,72,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
596,30,24,15,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
597,53,54,48,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
598,69,77,73,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
599,65,82,81,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
600,54,60,63,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True
601,29,29,30,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
602,76,78,80,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
603,60,57,51,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
604,84,89,90,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False
605,75,72,62,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
606,85,84,82,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
607,40,58,54,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
608,61,64,62,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
609,58,63,65,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True
610,69,60,63,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False
611,58,59,66,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
612,94,90,91,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
613,65,77,74,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
614,82,93,93,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True
615,60,68,72,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
616,37,45,38,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True
617,88,78,83,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True
618,95,81,84,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True
619,65,73,68,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False
620,35,61,54,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
621,62,63,56,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
622,58,51,52,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
623,100,96,86,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False
624,61,58,62,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True
625,100,97,99,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False
626,69,70,63,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
627,61,48,46,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
628,49,57,46,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
629,44,51,55,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
630,67,64,70,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
631,79,60,65,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
632,66,74,81,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False
633,75,88,85,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
634,84,84,80,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
635,71,74,64,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True
636,67,80,81,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
637,80,92,88,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False
638,86,76,74,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
639,76,74,73,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
640,41,52,51,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
641,74,88,90,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False
642,72,81,79,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True
643,74,79,80,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False
644,70,65,60,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
645,65,81,81,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False
646,59,70,65,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
647,64,62,68,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
648,50,53,55,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
649,69,79,81,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False
650,51,56,53,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False
651,68,80,76,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False
652,85,86,98,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False
