,age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,hours.per.week,income
1472,76,?,12.322436897410899,Prof-school,15,Married-civ-spouse,?,Husband,White,Male,20,<=50K
1473,66,Private,12.767113132385665,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,20,<=50K
1474,33,Local-gov,12.476263891414074,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,40,<=50K
1475,29,Private,11.836392065184981,HS-grad,9,Never-married,Sales,Unmarried,Black,Female,40,<=50K
1476,25,Private,11.22369552852816,Bachelors,13,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,40,<=50K
1477,39,Private,12.347867303147847,Bachelors,13,Never-married,Sales,Own-child,White,Male,40,<=50K
1478,33,Private,12.244995237326622,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,40,<=50K
1479,53,State-gov,12.546376816617961,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,40,<=50K
1480,52,Private,11.635983452462082,Bachelors,13,Separated,Adm-clerical,Unmarried,White,Female,40,<=50K
1481,23,Local-gov,12.999879309189296,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,<=50K
1482,60,Private,11.234890046903548,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,40,<=50K
1483,27,Private,11.92756832834416,7th-8th,4,Divorced,Machine-op-inspct,Unmarried,White,Male,40,<=50K
1484,34,Private,10.389887278140291,Assoc-voc,11,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,40,<=50K
1485,43,Self-emp-not-inc,12.727137667276295,Some-college,10,Divorced,Sales,Unmarried,White,Female,42,<=50K
1486,33,Private,11.506303588661341,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,Female,40,<=50K
1487,31,Private,12.685624296991037,Assoc-acdm,12,Divorced,Sales,Unmarried,White,Female,45,<=50K
1488,50,Federal-gov,12.610977596779774,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,40,<=50K
1489,32,Private,12.224280865178843,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female,36,<=50K
1490,34,Private,11.011521979783142,11th,7,Divorced,Transport-moving,Unmarried,White,Male,60,<=50K
1491,69,State-gov,11.9778662998735,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,38,<=50K
1492,65,Private,12.157769612693006,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,36,<=50K
1493,57,Private,10.442025614868655,HS-grad,9,Widowed,Transport-moving,Unmarried,White,Male,42,>50K
1494,42,Private,12.467505707332242,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Male,50,>50K
1495,49,Private,11.66426362193185,HS-grad,9,Separated,Prof-specialty,Unmarried,White,Female,60,<=50K
1496,40,Private,12.661349617916636,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,52,<=50K
1497,43,Local-gov,11.68352019721342,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,40,<=50K
1498,59,Private,12.34600848582769,HS-grad,9,Never-married,Exec-managerial,Unmarried,White,Female,38,<=50K
1499,39,Federal-gov,12.457515954394509,Bachelors,13,Divorced,Tech-support,Unmarried,Black,Female,40,<=50K
1500,49,Local-gov,11.980689087272617,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,40,<=50K
1501,39,State-gov,11.69041871757421,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,35,<=50K
1502,49,Private,12.037908399411208,HS-grad,9,Separated,Prof-specialty,Unmarried,White,Female,40,<=50K
1503,39,Private,11.308211049124386,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,40,<=50K
1504,43,Private,11.715654041541823,9th,5,Never-married,Machine-op-inspct,Unmarried,Black,Female,40,<=50K
1505,41,Private,12.715008484777696,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Other,Female,40,<=50K
1506,46,Private,11.970299677815822,Assoc-voc,11,Divorced,Tech-support,Unmarried,Black,Female,40,<=50K
1507,47,Private,11.880010040208122,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,40,<=50K
1508,67,?,12.125442682122404,11th,7,Married-civ-spouse,?,Husband,White,Male,3,<=50K
1509,68,Private,10.397573852297821,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,12,<=50K
1510,27,?,13.124706629842676,Some-college,10,Married-civ-spouse,?,Husband,White,Male,20,<=50K
1511,52,Private,11.712677556827067,HS-grad,9,Never-married,Prof-specialty,Unmarried,White,Female,40,<=50K
1512,46,Private,12.199928810769684,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,45,<=50K
1513,49,Local-gov,11.275429407431618,Masters,14,Widowed,Prof-specialty,Unmarried,White,Female,20,<=50K
1514,37,Private,12.47766344508201,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,45,<=50K
1515,38,Private,12.061324291643338,Bachelors,13,Divorced,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,40,<=50K
1516,40,Private,11.095392836343734,Some-college,10,Divorced,Tech-support,Unmarried,White,Female,40,<=50K
1517,36,Private,12.228768143262355,Bachelors,13,Divorced,Prof-specialty,Unmarried,Black,Female,40,<=50K
1518,28,Private,11.855422373895225,10th,6,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,<=50K
1519,54,Self-emp-inc,12.022510319300086,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,>50K
1520,52,Private,11.933180658551029,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,>50K
1521,53,Self-emp-inc,12.483424039805913,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,>50K
1522,52,Private,11.678660218159784,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K
1523,46,Private,12.821582556362966,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,>50K
1524,43,Private,12.079777862513014,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,>50K
1525,49,Private,11.981784689634766,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,20,>50K
1526,50,Private,12.051399329152224,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K
1527,22,Self-emp-not-inc,12.220572019718947,HS-grad,9,Never-married,Prof-specialty,Unmarried,White,Female,40,>50K
1528,43,Self-emp-inc,12.060046373146333,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,55,>50K
1529,65,Self-emp-inc,11.84419131470693,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,60,>50K
1530,26,Private,12.45293662970407,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,>50K
1531,52,Self-emp-not-inc,11.06735685416473,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,>50K
1532,46,Private,12.082859267215792,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K
1533,36,Private,12.247017832461932,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,45,>50K
1534,40,Self-emp-not-inc,12.31887440632255,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,70,>50K
1535,52,Self-emp-inc,11.411601236977113,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,>50K
1536,32,Self-emp-inc,10.753809407468072,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K
1537,53,Private,11.394626046010933,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K
1538,47,Private,12.752730555903034,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,55,>50K
1539,37,Local-gov,12.568306609446061,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Wife,Black,Female,40,>50K
1540,37,Self-emp-not-inc,12.799573508815067,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K
1541,39,Self-emp-inc,11.651338672123854,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,65,>50K
1542,38,Private,11.891991839223827,Doctorate,16,Married-civ-spouse,Exec-managerial,Wife,White,Female,36,>50K
1543,44,Private,12.714100358792502,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,65,>50K
1544,57,Self-emp-inc,11.976841854508454,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,>50K
1545,51,Private,10.691967639914864,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,>50K
1546,78,Self-emp-not-inc,12.664326262968018,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,20,>50K
1547,36,Private,12.857144442238862,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,40,>50K
1548,49,Self-emp-inc,12.801595971804014,Masters,14,Divorced,Prof-specialty,Unmarried,White,Male,80,>50K
1549,54,Self-emp-not-inc,12.502723131268253,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,50,>50K
1550,41,Self-emp-inc,12.178891564268339,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,65,>50K
1551,46,Local-gov,12.310955046909582,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,40,>50K
1552,33,Private,12.048072900881285,Doctorate,16,Divorced,Sales,Not-in-family,White,Male,60,>50K
1553,36,Self-emp-not-inc,12.396688872898881,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,20,>50K
1554,63,Private,11.685188268366836,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K
1555,38,Private,12.026593046545786,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,70,>50K
1556,33,Private,12.199355133482642,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,56,>50K
1557,47,Private,12.033283510495366,Masters,14,Separated,Exec-managerial,Not-in-family,White,Male,50,>50K
1558,28,Private,10.528355892342779,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K
1559,52,Self-emp-inc,12.110970444096848,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Other,Male,65,>50K
1560,30,Private,11.795107439576412,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K
1561,50,Private,11.593915416174614,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,>50K
1562,32,Private,11.81108743100238,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K
1563,46,Private,12.520050922180534,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,40,>50K
1564,49,Self-emp-not-inc,12.782627019330217,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,>50K
1565,30,Private,12.367872566603332,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,>50K
1566,32,Private,12.228655717530431,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,60,>50K
1567,59,Private,11.714101487278715,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,>50K
1568,46,Self-emp-inc,12.199355133482642,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,72,>50K
1569,32,Private,12.709015280019036,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K
1570,21,Private,12.720747850142661,Some-college,10,Never-married,Protective-serv,Not-in-family,Black,Female,40,>50K
1571,56,Self-emp-inc,12.233697540142293,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,70,>50K
1572,43,Private,12.248240933390719,Prof-school,15,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,40,>50K
1573,30,Private,11.773041049204203,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,>50K
1574,39,Private,11.251638619877976,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K
1575,24,?,11.926054463635149,Some-college,10,Never-married,?,Not-in-family,Asian-Pac-Islander,Male,50,>50K
1576,46,Self-emp-inc,11.696346417207485,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,>50K
1577,50,Self-emp-not-inc,11.951947843273784,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,35,>50K
1578,60,Private,12.162366286894967,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K
1579,36,Self-emp-inc,12.286324562087236,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K
1580,47,Private,12.170694141628356,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K
1581,56,Self-emp-not-inc,12.00281137520245,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,40,>50K
1582,53,Private,12.813002679070895,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,50,>50K
1583,42,Private,12.143111546274941,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,>50K
1584,50,Private,12.384051452889992,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,60,>50K
1585,48,Private,10.145217305326018,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,50,>50K
1586,41,Private,12.679149672048357,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,65,>50K
1587,72,Self-emp-inc,12.057619039847408,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K
1588,55,Private,12.192987405981519,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,>50K
1589,33,Private,11.998882410647226,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K
1590,62,Self-emp-inc,12.411019639127714,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,40,>50K
1591,52,Self-emp-inc,12.719716294929517,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,65,>50K
1592,50,Private,11.735780974804474,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,>50K
1593,28,Self-emp-inc,12.21199010279421,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male,40,>50K
1594,42,Local-gov,12.106174959190149,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,>50K
1595,51,Private,11.88940793815391,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K
1596,42,Private,12.155726271093435,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K
1597,50,Self-emp-inc,11.9722156597733,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,80,>50K
1598,41,Self-emp-inc,13.112438286232637,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,70,>50K
1599,47,Private,11.535752924609598,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K
1600,38,Federal-gov,10.536990880168558,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,57,>50K
1601,61,?,11.845045386852577,Some-college,10,Married-civ-spouse,?,Husband,White,Male,30,>50K
1602,57,Self-emp-not-inc,11.464585699356137,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,45,>50K
1603,42,Self-emp-not-inc,12.215572379830457,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K
1604,47,Private,12.777473007515493,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,48,>50K
1605,51,Self-emp-not-inc,11.619840771314353,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,35,>50K
1606,42,Local-gov,12.076208804921496,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,40,>50K
1607,47,Self-emp-inc,12.106975805368316,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K
1608,74,Private,12.147966724123142,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K
1609,39,Private,12.15634654350752,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,>50K
1610,43,Private,13.043711868231906,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,>50K
1611,47,Private,12.10795252152784,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,60,>50K
1612,52,Self-emp-not-inc,11.856415873650509,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,30,>50K
1613,69,?,12.685460232398748,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,40,>50K
1614,58,?,12.494228355797853,Some-college,10,Married-civ-spouse,?,Husband,White,Male,40,>50K
1615,48,Private,11.59503987134715,Bachelors,13,Married-civ-spouse,Tech-support,Wife,White,Female,40,>50K
1616,55,Self-emp-inc,12.87984840581083,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,60,>50K
1617,50,Private,12.118191799752992,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K
1618,49,State-gov,12.955654505875524,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,80,>50K
1619,30,Self-emp-not-inc,11.660767717014435,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,50,>50K
1620,52,Private,12.00761560922677,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,45,>50K
1621,46,Private,10.254848401651092,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K
1622,58,Private,11.826582254594205,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,35,>50K
1623,59,Self-emp-not-inc,12.015614072833316,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,43,>50K
1624,50,Self-emp-not-inc,12.902013420369467,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,>50K
1625,40,Private,11.284606041911955,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,>50K
1626,43,Private,10.975892749035063,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,>50K
1627,47,Private,12.416090429625456,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,>50K
1628,65,Private,11.566390399639179,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K
1629,33,Private,11.812192669872422,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,30,>50K
1630,53,Private,11.72865761960842,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,37,>50K
1631,42,Self-emp-not-inc,12.505191567181429,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,80,>50K
1632,69,Self-emp-not-inc,12.39073728848588,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K
1633,44,Self-emp-inc,11.697561009095914,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,>50K
1634,44,Self-emp-not-inc,12.552222898702658,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K
1635,38,Self-emp-inc,13.079100907344714,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K
1636,39,Private,12.37979063084996,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,>50K
1637,32,Private,13.22384718834341,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,50,>50K
1638,41,Private,11.660767717014435,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K
1639,31,Private,11.5154522699081,Bachelors,13,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Male,70,>50K
1640,50,Self-emp-not-inc,11.795974320630553,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K
1641,49,Private,12.141294095587993,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,65,>50K
1642,29,Self-emp-not-inc,11.14378746449706,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,60,>50K
1643,48,Private,11.582749990537037,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K
1644,40,Local-gov,11.923417914792418,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,75,>50K
1645,45,Private,11.911674738929662,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,30,>50K
1646,60,Private,12.02173505791104,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,40,>50K
1647,49,Self-emp-inc,12.344694808168336,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,37,>50K
1648,56,Self-emp-inc,11.496989153831874,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K
1649,45,Self-emp-inc,11.590821254278314,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,25,>50K
1650,71,Self-emp-inc,10.566768133489779,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K
1651,57,Self-emp-inc,12.837958595431267,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,40,>50K
1652,64,Self-emp-inc,12.133034101334472,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,>50K
1653,41,Private,11.735724957102866,Bachelors,13,Separated,Prof-specialty,Not-in-family,Black,Female,60,>50K
1654,49,Self-emp-not-inc,10.677038913891867,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,70,>50K
1655,55,Private,12.920340212211613,9th,5,Divorced,Craft-repair,Unmarried,White,Female,37,>50K
1656,48,Self-emp-not-inc,11.582749990537037,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K
1657,40,Self-emp-not-inc,12.227031466921387,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K
1658,55,Private,11.656506193447752,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K
1659,44,Self-emp-inc,11.680243360985965,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,>50K
1660,38,Private,12.336864037779794,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,65,>50K
1661,34,Private,10.809121704221754,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,50,>50K
1662,37,Self-emp-not-inc,12.775070002887528,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,50,>50K
1663,51,Self-emp-not-inc,11.701742546757746,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Other,Male,70,>50K
1664,65,Self-emp-inc,12.25668020485517,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,65,>50K
1665,38,Self-emp-not-inc,12.178367374437952,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,60,>50K
1666,65,Self-emp-inc,12.127927303386368,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K
1667,37,Private,12.050301486769191,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,60,>50K
1668,38,Private,11.516678413839536,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,>50K
1669,50,Self-emp-inc,12.156535702590874,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,>50K
1670,55,Private,11.806497656561913,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K
1671,38,Private,12.132689795027575,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,>50K
1672,22,Self-emp-not-inc,12.2738013850055,Some-college,10,Never-married,Sales,Own-child,Black,Male,55,>50K
1673,47,Private,11.955461541287493,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,>50K
1674,43,Self-emp-inc,11.035325053102616,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K
1675,66,Private,11.657017150897847,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,>50K
1676,47,Private,12.594439067396431,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K
1677,57,Local-gov,11.61202844301325,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K
1678,27,Private,12.25976979833356,Preschool,1,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,24,<=50K
1679,63,Self-emp-not-inc,12.576746150812207,Masters,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,<=50K
1680,17,?,12.627653855480041,10th,6,Never-married,?,Own-child,White,Female,32,<=50K
1681,18,Private,12.618013407923973,HS-grad,9,Never-married,Protective-serv,Own-child,White,Male,3,<=50K
1682,19,Private,12.14852827486553,HS-grad,9,Never-married,Other-service,Own-child,White,Female,20,<=50K
1683,55,Self-emp-not-inc,11.888446696705321,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,60,<=50K
1684,20,?,12.519795202272807,Some-college,10,Never-married,?,Other-relative,Black,Male,10,<=50K
1685,46,Private,11.805139751406605,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,50,>50K
1686,35,Private,12.216161580638714,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,50,>50K
1687,47,Self-emp-inc,11.285121068773824,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,50,>50K
1688,55,Self-emp-not-inc,11.73587699785008,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,55,>50K
1689,34,Private,10.825302995052983,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,40,>50K
1690,25,Private,12.043000621927579,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Male,40,>50K
1691,56,Self-emp-inc,11.166497837483046,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,60,>50K
1692,25,Private,11.53739366213744,Bachelors,13,Never-married,Farming-fishing,Own-child,White,Male,50,>50K
1693,41,Private,12.112360687888144,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,35,>50K
1694,42,Private,10.741211154203317,Doctorate,16,Married-spouse-absent,Other-service,Not-in-family,White,Male,60,>50K
1695,37,Self-emp-not-inc,10.380963196620565,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,40,>50K
1696,47,Private,12.360988746633527,Masters,14,Divorced,Sales,Not-in-family,White,Male,60,>50K
1697,36,Private,12.12517165296885,Prof-school,15,Never-married,Exec-managerial,Not-in-family,White,Male,50,>50K
1698,58,Self-emp-inc,11.634665107369107,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,40,>50K
1699,45,Private,11.908676880890754,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,56,>50K
1700,49,Private,11.700483288559429,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Black,Female,60,>50K
1701,37,Private,11.664435518553645,HS-grad,9,Never-married,Craft-repair,Other-relative,Amer-Indian-Eskimo,Male,48,>50K
1702,56,Self-emp-not-inc,10.581038745471517,Some-college,10,Married-spouse-absent,Farming-fishing,Not-in-family,White,Female,20,>50K
1703,37,Private,11.600331763967896,Masters,14,Separated,Exec-managerial,Not-in-family,White,Male,60,>50K
1704,59,Private,11.945363510579819,Masters,14,Never-married,Sales,Not-in-family,White,Female,45,>50K
1705,30,Private,11.662543028591056,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,60,>50K
1706,58,?,12.774917146164931,Bachelors,13,Widowed,?,Unmarried,White,Female,50,>50K
1707,29,Private,11.317433558622886,Prof-school,15,Never-married,Prof-specialty,Unmarried,White,Male,45,>50K
1708,36,Private,12.70679035602754,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,40,>50K
1709,51,Self-emp-inc,10.903071089406382,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,60,>50K
1710,38,Private,11.743513239173671,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Male,45,>50K
1711,36,Self-emp-inc,12.12517165296885,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,55,>50K
1712,41,Private,11.577588978295951,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,50,>50K
